9500.03	9535.45	41
9535.45	9570.87	54
9570.87	9606.3	92
9606.3	9641.72	97
9641.72	9677.14	123
9677.14	9712.56	129
9712.56	9747.98	170
9747.98	9783.4	140
9783.4	9818.82	186
9818.82	9854.24	234
9854.24	9889.66	234
9889.66	9925.08	240
9925.08	9960.5	250
9960.5	9995.92	281
9995.92	10031.3	257
10031.3	10066.8	263
10066.8	10102.2	273
10102.2	10137.6	247
10137.6	10173	221
10173	10208.4	191
10208.4	10243.9	176
10243.9	10279.3	180
10279.3	10314.7	130
10314.7	10350.1	140
10350.1	10385.6	91
10385.6	10421	80
10421	10456.4	75
10456.4	10491.8	60
10491.8	10527.2	57
10527.2	10562.7	39
