1.76618e+006	1.77052e+006	47
1.77052e+006	1.77487e+006	47
1.77487e+006	1.77921e+006	66
1.77921e+006	1.78356e+006	83
1.78356e+006	1.7879e+006	102
1.7879e+006	1.79225e+006	107
1.79225e+006	1.79659e+006	141
1.79659e+006	1.80093e+006	173
1.80093e+006	1.80528e+006	206
1.80528e+006	1.80962e+006	194
1.80962e+006	1.81397e+006	218
1.81397e+006	1.81831e+006	247
1.81831e+006	1.82266e+006	220
1.82266e+006	1.827e+006	285
1.827e+006	1.83134e+006	288
1.83134e+006	1.83569e+006	257
1.83569e+006	1.84003e+006	230
1.84003e+006	1.84438e+006	243
1.84438e+006	1.84872e+006	234
1.84872e+006	1.85306e+006	227
1.85306e+006	1.85741e+006	216
1.85741e+006	1.86175e+006	183
1.86175e+006	1.8661e+006	172
1.8661e+006	1.87044e+006	122
1.87044e+006	1.87479e+006	115
1.87479e+006	1.87913e+006	112
1.87913e+006	1.88347e+006	72
1.88347e+006	1.88782e+006	61
1.88782e+006	1.89216e+006	48
1.89216e+006	1.89651e+006	35
