4741.72	4760.93	43
4760.93	4780.14	54
4780.14	4799.35	85
4799.35	4818.57	94
4818.57	4837.78	96
4837.78	4856.99	133
4856.99	4876.2	150
4876.2	4895.42	148
4895.42	4914.63	206
4914.63	4933.84	213
4933.84	4953.05	213
4953.05	4972.27	262
4972.27	4991.48	272
4991.48	5010.69	247
5010.69	5029.9	265
5029.9	5049.12	219
5049.12	5068.33	236
5068.33	5087.54	230
5087.54	5106.75	211
5106.75	5125.97	226
5125.97	5145.18	198
5145.18	5164.39	180
5164.39	5183.6	175
5183.6	5202.82	151
5202.82	5222.03	101
5222.03	5241.24	101
5241.24	5260.45	78
5260.45	5279.67	63
5279.67	5298.88	57
5298.88	5318.09	44
