515938	517090	46
517090	518243	44
518243	519396	76
519396	520549	98
520549	521701	103
521701	522854	137
522854	524007	151
524007	525160	167
525160	526312	176
526312	527465	214
527465	528618	211
528618	529770	220
529770	530923	263
530923	532076	237
532076	533229	266
533229	534381	243
534381	535534	277
535534	536687	227
536687	537839	240
537839	538992	213
538992	540145	198
540145	541298	200
541298	542450	164
542450	543603	128
543603	544756	111
544756	545908	104
545908	547061	89
547061	548214	56
548214	549367	62
549367	550519	30
