18233.6	18294.3	51
18294.3	18355.1	60
18355.1	18415.8	85
18415.8	18476.5	112
18476.5	18537.2	119
18537.2	18598	141
18598	18658.7	139
18658.7	18719.4	189
18719.4	18780.2	192
18780.2	18840.9	206
18840.9	18901.6	209
18901.6	18962.3	224
18962.3	19023.1	231
19023.1	19083.8	257
19083.8	19144.5	284
19144.5	19205.2	281
19205.2	19266	256
19266	19326.7	277
19326.7	19387.4	213
19387.4	19448.1	199
19448.1	19508.9	173
19508.9	19569.6	153
19569.6	19630.3	173
19630.3	19691	138
19691	19751.8	101
19751.8	19812.5	82
19812.5	19873.2	69
19873.2	19934	63
19934	19994.7	36
19994.7	20055.4	38
