18	2.53922e-007
19	1.08251e-006
20	2.70627e-006
21	5.19776e-006
22	8.50543e-006
23	1.24993e-005
24	1.70129e-005
25	2.18737e-005
26	2.69215e-005
27	3.20178e-005
28	3.70491e-005
29	4.19271e-005
30	4.65857e-005
31	5.09783e-005
32	5.50748e-005
33	5.88577e-005
34	6.232e-005
35	6.54621e-005
36	6.82908e-005
37	7.08164e-005
38	7.30527e-005
39	7.50151e-005
40	7.672e-005
41	7.81844e-005
42	7.94254e-005
43	8.04598e-005
44	8.13038e-005
45	8.1973e-005
46	8.24821e-005
47	8.28452e-005
48	8.30753e-005
49	8.31847e-005
50	8.31847e-005
51	8.30859e-005
52	8.28979e-005
53	8.26297e-005
54	8.22897e-005
55	8.18853e-005
56	8.14236e-005
57	8.09108e-005
58	8.03528e-005
59	7.97549e-005
60	7.91219e-005
61	7.84583e-005
62	7.7768e-005
63	7.70548e-005
64	7.63219e-005
65	7.55725e-005
66	7.48091e-005
67	7.40344e-005
68	7.32505e-005
69	7.24595e-005
70	7.16632e-005
71	7.08634e-005
72	7.00614e-005
73	6.92587e-005
74	6.84565e-005
75	6.76558e-005
76	6.68577e-005
77	6.6063e-005
78	6.52725e-005
79	6.44869e-005
80	6.37068e-005
81	6.29328e-005
82	6.21653e-005
83	6.14048e-005
84	6.06517e-005
85	5.99062e-005
86	5.91686e-005
87	5.84392e-005
88	5.77182e-005
89	5.70058e-005
90	5.6302e-005
91	5.5607e-005
92	5.49209e-005
93	5.42437e-005
94	5.35756e-005
95	5.29164e-005
96	5.22663e-005
97	5.16251e-005
98	5.0993e-005
99	5.03698e-005
100	4.97555e-005
101	4.91501e-005
102	4.85535e-005
103	4.79657e-005
104	4.73865e-005
105	4.68159e-005
106	4.62538e-005
107	4.57001e-005
108	4.51547e-005
109	4.46175e-005
110	4.40884e-005
111	4.35674e-005
112	4.30542e-005
113	4.25489e-005
114	4.20513e-005
115	4.15612e-005
116	4.10786e-005
117	4.06034e-005
118	4.01354e-005
119	3.96746e-005
120	3.92208e-005
121	3.87739e-005
122	3.83339e-005
123	3.79005e-005
124	3.74737e-005
125	3.70535e-005
126	3.66396e-005
127	3.6232e-005
128	3.58306e-005
129	3.54352e-005
130	3.50458e-005
131	3.46623e-005
132	3.42845e-005
133	3.39124e-005
134	3.35459e-005
135	3.31848e-005
136	3.28292e-005
137	3.24788e-005
138	3.21336e-005
139	3.17935e-005
140	3.14584e-005
141	3.11283e-005
142	3.0803e-005
143	3.04825e-005
144	3.01667e-005
145	2.98554e-005
146	2.95487e-005
147	2.92464e-005
148	2.89484e-005
149	2.86548e-005
150	2.83654e-005
151	2.808e-005
152	2.77988e-005
153	2.75216e-005
154	2.72482e-005
155	2.69788e-005
156	2.67131e-005
157	2.64511e-005
158	2.61928e-005
159	2.59381e-005
160	2.5687e-005
161	2.54393e-005
162	2.5195e-005
163	2.49541e-005
164	2.47165e-005
165	2.44821e-005
166	2.42509e-005
167	2.40229e-005
168	2.37979e-005
169	2.35759e-005
170	2.3357e-005
171	2.31409e-005
172	2.29278e-005
173	2.27174e-005
174	2.25099e-005
175	2.2305e-005
176	2.21029e-005
177	2.19034e-005
178	2.17065e-005
179	2.15122e-005
180	2.13204e-005
181	2.11311e-005
182	2.09442e-005
183	2.07597e-005
184	2.05775e-005
185	2.03977e-005
186	2.02201e-005
187	2.00448e-005
188	1.98717e-005
189	1.97008e-005
190	1.9532e-005
191	1.93653e-005
192	1.92007e-005
193	1.90381e-005
194	1.88775e-005
195	1.87189e-005
196	1.85622e-005
197	1.84075e-005
198	1.82546e-005
199	1.81036e-005
200	1.79543e-005
201	1.78069e-005
202	1.76613e-005
203	1.75174e-005
204	1.73752e-005
205	1.72347e-005
206	1.70958e-005
207	1.69586e-005
208	1.6823e-005
209	1.6689e-005
210	1.65566e-005
211	1.64257e-005
212	1.62963e-005
213	1.61683e-005
214	1.60419e-005
215	1.59169e-005
216	1.57934e-005
217	1.56712e-005
218	1.55504e-005
219	1.5431e-005
220	1.5313e-005
221	1.51962e-005
222	1.50808e-005
223	1.49667e-005
224	1.48538e-005
225	1.47422e-005
226	1.46318e-005
227	1.45226e-005
228	1.44146e-005
229	1.43078e-005
230	1.42022e-005
231	1.40977e-005
232	1.39943e-005
233	1.38921e-005
234	1.3791e-005
235	1.36909e-005
236	1.35919e-005
237	1.3494e-005
238	1.33971e-005
239	1.33012e-005
240	1.32063e-005
241	1.31125e-005
242	1.30196e-005
243	1.29276e-005
244	1.28367e-005
245	1.27467e-005
246	1.26576e-005
247	1.25694e-005
248	1.24822e-005
249	1.23958e-005
250	1.23103e-005
251	1.22257e-005
252	1.21419e-005
253	1.2059e-005
254	1.19769e-005
255	1.18957e-005
256	1.18152e-005
257	1.17356e-005
258	1.16568e-005
259	1.15787e-005
260	1.15014e-005
261	1.14249e-005
262	1.13491e-005
263	1.12741e-005
264	1.11998e-005
265	1.11262e-005
266	1.10533e-005
267	1.09812e-005
268	1.09097e-005
269	1.08389e-005
270	1.07688e-005
271	1.06994e-005
272	1.06307e-005
273	1.05626e-005
274	1.04951e-005
275	1.04283e-005
276	1.03621e-005
277	1.02965e-005
278	1.02315e-005
279	1.01672e-005
